paper_id,ss_venue_id,year
0018e888e83bfd993bc49455a8787577ab28a19c,3935458d-d70a-4312-b2e5-8a2f2a2f71b9,2021
001c15accd39827ecf9838d496b7e44e9f890ee7,22ec40a8-789e-409e-9d35-81ffe1f31951,2022
001c15accd39827ecf9838d496b7e44e9f890ee7,b876c7b3-79b5-4397-8107-4235220ee738,2020
001c15accd39827ecf9838d496b7e44e9f890ee7,74be5bfb-0aba-4866-bad1-118d24508bfb,2024
001fed0e97d344c3aa563c704356099a05111949,0aacb661-34b6-44c2-b770-58dd8aa7192d,2022
001fed0e97d344c3aa563c704356099a05111949,c24c1bd0-6dab-425f-8523-260111e7adb2,2022
001fed0e97d344c3aa563c704356099a05111949,b02e5826-3435-4c96-aa72-0e9a382a5b37,2022
001fed0e97d344c3aa563c704356099a05111949,35b7f3e4-9c76-4ee7-a48c-af10d6097301,2022
001fed0e97d344c3aa563c704356099a05111949,e5ed3bb9-2059-4fe4-ac85-b303d93fc84e,2021
001fed0e97d344c3aa563c704356099a05111949,c3150227-eb1c-4049-94cd-a88f1768d779,2022
00296433175f54b52d49cb21f57ab608afe2d1bf,22ec40a8-789e-409e-9d35-81ffe1f31951,2020
00296433175f54b52d49cb21f57ab608afe2d1bf,b876c7b3-79b5-4397-8107-4235220ee738,2019
002b5b830c6c7f312dd82cf936b6204bd4018de6,8eaff284-d387-4e65-8169-65d52dd5dca3,2020
002b5b830c6c7f312dd82cf936b6204bd4018de6,655bb64a-368a-430d-9e5c-118bb65468fa,2023
002b5b830c6c7f312dd82cf936b6204bd4018de6,2b6a57dc-2f56-44b2-ba5d-7433b0fd703f,2020
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac,b124218f-e44e-4d21-bbf2-b6872492dca9,2020
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac,e3433f10-fd70-490b-a309-5f3155762fe8,2020
002ca9eeb8de246f430f8c5ea4b60c5b3165aeac,efeb0b98-ce57-4b46-a7ac-4f6fb7553eff,2021
00016e315b39d20b69f041790573e2215f9eb028,0aacb661-34b6-44c2-b770-58dd8aa7192d,2022
00016e315b39d20b69f041790573e2215f9eb028,c24c1bd0-6dab-425f-8523-260111e7adb2,2021
00016e315b39d20b69f041790573e2215f9eb028,b02e5826-3435-4c96-aa72-0e9a382a5b37,2024
00016e315b39d20b69f041790573e2215f9eb028,35b7f3e4-9c76-4ee7-a48c-af10d6097301,2023
00016e315b39d20b69f041790573e2215f9eb028,e5ed3bb9-2059-4fe4-ac85-b303d93fc84e,2021
00016e315b39d20b69f041790573e2215f9eb028,c3150227-eb1c-4049-94cd-a88f1768d779,2021
00016e315b39d20b69f041790573e2215f9eb028,14ff4a1d-cd65-49b7-8913-8e478422df2c,2023
0004bfb2afc73e755c6c4987225907472da966d1,8eaff284-d387-4e65-8169-65d52dd5dca3,2022
000bf014a71283e739b3288783e0572dd4de7301,22ec40a8-789e-409e-9d35-81ffe1f31951,2023
000bf014a71283e739b3288783e0572dd4de7301,b876c7b3-79b5-4397-8107-4235220ee738,2021
000bf014a71283e739b3288783e0572dd4de7301,74be5bfb-0aba-4866-bad1-118d24508bfb,2020
000bf014a71283e739b3288783e0572dd4de7301,cc334c7e-a268-4ab9-b442-75f7adff8272,2021
000bf014a71283e739b3288783e0572dd4de7301,3935458d-d70a-4312-b2e5-8a2f2a2f71b9,2019
000bf014a71283e739b3288783e0572dd4de7301,970dcaa4-94f3-4c3f-a6d6-f109f8c744d0,2024
0013693bccf244dad3d321558ac7986bc0230db9,888b3bf5-0b3f-4a91-9c8a-b804de8afcac,2021
0013693bccf244dad3d321558ac7986bc0230db9,90553967-e9f3-427c-a8d9-23ef8dd38f2b,2022
0013693bccf244dad3d321558ac7986bc0230db9,530e3b3d-3fad-4642-910f-62d3c4c23a5e,2022
0013693bccf244dad3d321558ac7986bc0230db9,9e50c7fb-06ab-4f9f-bde6-49d1d03416d2,2023
0013693bccf244dad3d321558ac7986bc0230db9,93e59d9e-9005-481b-9495-7798186bbebd,2020
0013693bccf244dad3d321558ac7986bc0230db9,0eac5f8a-5867-45ee-995b-a24ec1229276,2022
001842ba6c880608a573eeeb2ccd38e9a8ba8281,72173f5c-c426-48b5-b91c-4c5d6fd23ec5,2023
001842ba6c880608a573eeeb2ccd38e9a8ba8281,5e156b61-a83d-4ffa-af98-69ae66107193,2022
001842ba6c880608a573eeeb2ccd38e9a8ba8281,e6d0a95a-e3af-49bf-b9ff-423c0774dff7,2021
001842ba6c880608a573eeeb2ccd38e9a8ba8281,a683af4d-0cad-4b22-8fb8-b9c74f706cc5,2022
001842ba6c880608a573eeeb2ccd38e9a8ba8281,8c66e22a-401f-49a5-89f6-7dc955423e40,2022
00196a9ef3e29d16a026e6fa69886e273c685cac,b124218f-e44e-4d21-bbf2-b6872492dca9,2024
00196a9ef3e29d16a026e6fa69886e273c685cac,e3433f10-fd70-490b-a309-5f3155762fe8,2021
00196a9ef3e29d16a026e6fa69886e273c685cac,efeb0b98-ce57-4b46-a7ac-4f6fb7553eff,2023
00196a9ef3e29d16a026e6fa69886e273c685cac,f55ce1d0-fca1-40bb-8797-9a9b7dcbb7a7,2020
0019b23a39d2268d967292b158b9e723d7c5eb58,9b63d409-cfdb-4744-adfa-e78b83cf5869,2022
0019b23a39d2268d967292b158b9e723d7c5eb58,53f73d0b-aa4b-4495-94d3-bef7b1fc41ec,2022
0019b23a39d2268d967292b158b9e723d7c5eb58,e87f9428-f9ad-48c1-bddf-3e4d063c6275,2021
0019b23a39d2268d967292b158b9e723d7c5eb58,94a0b73b-e56d-4fc4-a0da-c3764ad538e5,2022
0019b23a39d2268d967292b158b9e723d7c5eb58,3fa0fb57-fab0-48da-954b-e00fc65ce62a,2021
001bd1d8b04d5c20d9f4f4860146d43de445bc17,9b63d409-cfdb-4744-adfa-e78b83cf5869,2021
001bd1d8b04d5c20d9f4f4860146d43de445bc17,53f73d0b-aa4b-4495-94d3-bef7b1fc41ec,2019
001bd1d8b04d5c20d9f4f4860146d43de445bc17,e87f9428-f9ad-48c1-bddf-3e4d063c6275,2022
001bd1d8b04d5c20d9f4f4860146d43de445bc17,94a0b73b-e56d-4fc4-a0da-c3764ad538e5,2020
002050388cdb39d6413ce48230496e8ccc08df04,49620e5c-f80b-411d-8e7d-fbeed3f3f929,2022
002050388cdb39d6413ce48230496e8ccc08df04,5c54b1a0-c25e-4629-ae72-b55544fd12bc,2022
002050388cdb39d6413ce48230496e8ccc08df04,d9c8b485-4186-4bee-bb4f-b5c8858f5b11,2021
002050388cdb39d6413ce48230496e8ccc08df04,51edc56d-8ef7-4010-8980-b9343f1f0bf5,2020
002050388cdb39d6413ce48230496e8ccc08df04,f6a55640-b883-40c6-80d7-51eeca8de579,2021
002050388cdb39d6413ce48230496e8ccc08df04,fdbcae3a-52a5-492f-9416-bb6173a76916,2020
002050388cdb39d6413ce48230496e8ccc08df04,54fb424e-b137-40d6-8e70-983665b4b2e8,2022
00227f73b6547b43d9f6c22e0136ab1fadb7036c,8eaff284-d387-4e65-8169-65d52dd5dca3,2020
00227f73b6547b43d9f6c22e0136ab1fadb7036c,655bb64a-368a-430d-9e5c-118bb65468fa,2020
00227f73b6547b43d9f6c22e0136ab1fadb7036c,2b6a57dc-2f56-44b2-ba5d-7433b0fd703f,2020
00227f73b6547b43d9f6c22e0136ab1fadb7036c,7e7855c7-b1fe-47b8-9839-3f94eaf2f318,2019
00227f73b6547b43d9f6c22e0136ab1fadb7036c,18289c54-e5e3-42cf-b2b5-1acb7d14ff70,2019
00227f73b6547b43d9f6c22e0136ab1fadb7036c,83c581dc-24d3-4837-9f9d-45d0d0ef95d4,2022
00227f73b6547b43d9f6c22e0136ab1fadb7036c,d5704488-0ce4-46da-a358-0b9066c90fb9,2022
00240aaeb57dba9886d1a695176c97a17ad97885,0aacb661-34b6-44c2-b770-58dd8aa7192d,2020
00240aaeb57dba9886d1a695176c97a17ad97885,c24c1bd0-6dab-425f-8523-260111e7adb2,2022
00240aaeb57dba9886d1a695176c97a17ad97885,b02e5826-3435-4c96-aa72-0e9a382a5b37,2023
00240aaeb57dba9886d1a695176c97a17ad97885,35b7f3e4-9c76-4ee7-a48c-af10d6097301,2020
00240aaeb57dba9886d1a695176c97a17ad97885,e5ed3bb9-2059-4fe4-ac85-b303d93fc84e,2020
002523ab48c0a79567a275c5ba219e95e37d9cca,ec309cea-2cb8-4305-bdd2-6f9ea24c2818,2021
002523ab48c0a79567a275c5ba219e95e37d9cca,8f31bcec-447c-49a7-80d4-4e07bb97c642,2019
002523ab48c0a79567a275c5ba219e95e37d9cca,87a07e7a-b0a5-4304-9000-ae33c43f2b09,2023
002523ab48c0a79567a275c5ba219e95e37d9cca,454649be-ca66-4b85-803a-6b9f452c4a32,2022
002c19bc5e0040b8bb4dd0d7fcbd1760abbb8035,995081c6-1481-45d0-b9a0-1c39022641c0,2022
002df72c36a270cc824897f6e5f88edf70fb1f61,888b3bf5-0b3f-4a91-9c8a-b804de8afcac,2021
002df72c36a270cc824897f6e5f88edf70fb1f61,90553967-e9f3-427c-a8d9-23ef8dd38f2b,2021
002df72c36a270cc824897f6e5f88edf70fb1f61,530e3b3d-3fad-4642-910f-62d3c4c23a5e,2023
002df72c36a270cc824897f6e5f88edf70fb1f61,9e50c7fb-06ab-4f9f-bde6-49d1d03416d2,2019
002df72c36a270cc824897f6e5f88edf70fb1f61,93e59d9e-9005-481b-9495-7798186bbebd,2023
00314c680192fdf5e711e0d23c1f6d44cc89e65b,995081c6-1481-45d0-b9a0-1c39022641c0,2020
00314c680192fdf5e711e0d23c1f6d44cc89e65b,e2821e49-dfc0-430e-a39c-96051824050a,2023
00314c680192fdf5e711e0d23c1f6d44cc89e65b,4bfa4a6c-5e74-4827-8db7-e1354f877ca8,2023
00314c680192fdf5e711e0d23c1f6d44cc89e65b,5bcc0d81-25d6-49c9-9025-7b190d8fa5df,2024
0034365ccb6a98eddd0fab3184c1930621ca7b17,ec309cea-2cb8-4305-bdd2-6f9ea24c2818,2023
0034365ccb6a98eddd0fab3184c1930621ca7b17,8f31bcec-447c-49a7-80d4-4e07bb97c642,2024
0034365ccb6a98eddd0fab3184c1930621ca7b17,87a07e7a-b0a5-4304-9000-ae33c43f2b09,2022
0034365ccb6a98eddd0fab3184c1930621ca7b17,454649be-ca66-4b85-803a-6b9f452c4a32,2024
00363213c1d91a7d051c5ccbd360e11c8210aae4,0aacb661-34b6-44c2-b770-58dd8aa7192d,2022
00363213c1d91a7d051c5ccbd360e11c8210aae4,c24c1bd0-6dab-425f-8523-260111e7adb2,2022
00363213c1d91a7d051c5ccbd360e11c8210aae4,b02e5826-3435-4c96-aa72-0e9a382a5b37,2019
0038c3c38fd975d3373d63e76b7db5d2c7bf94bf,9b63d409-cfdb-4744-adfa-e78b83cf5869,2020
0038c3c38fd975d3373d63e76b7db5d2c7bf94bf,53f73d0b-aa4b-4495-94d3-bef7b1fc41ec,2023
0038c3c38fd975d3373d63e76b7db5d2c7bf94bf,e87f9428-f9ad-48c1-bddf-3e4d063c6275,2022
0039e77f1a6de8f375b9c57417201957471ea121,fc587770-208f-4601-abe2-704770def038,2019
0039e77f1a6de8f375b9c57417201957471ea121,5adec7f1-2698-40e1-ae5f-580d359c28ff,2023
0039e77f1a6de8f375b9c57417201957471ea121,63792d36-a667-4cc6-acfa-76727c374f80,2021
0039e77f1a6de8f375b9c57417201957471ea121,ebd489a3-6815-4451-a757-ee8d5ab5f41d,2020
0039e77f1a6de8f375b9c57417201957471ea121,f76f0016-1d6a-4a03-9194-8fa754bb65ee,2020
003a4314596654c9524e7e40cb75bf1991c6837a,8eaff284-d387-4e65-8169-65d52dd5dca3,2023
003a4314596654c9524e7e40cb75bf1991c6837a,655bb64a-368a-430d-9e5c-118bb65468fa,2021
003a4314596654c9524e7e40cb75bf1991c6837a,2b6a57dc-2f56-44b2-ba5d-7433b0fd703f,2024
003a4314596654c9524e7e40cb75bf1991c6837a,7e7855c7-b1fe-47b8-9839-3f94eaf2f318,2020
003a4314596654c9524e7e40cb75bf1991c6837a,18289c54-e5e3-42cf-b2b5-1acb7d14ff70,2020
003a4314596654c9524e7e40cb75bf1991c6837a,83c581dc-24d3-4837-9f9d-45d0d0ef95d4,2019
003a4314596654c9524e7e40cb75bf1991c6837a,d5704488-0ce4-46da-a358-0b9066c90fb9,2022
003d8ba6b56262942c5ed88052fbd1282495966b,69790c3d-b8b2-4217-835e-9d1ed7b15fa2,2022
003d8ba6b56262942c5ed88052fbd1282495966b,b3361a87-ce6d-4d5e-bf89-e949bf84ed67,2022
003d8ba6b56262942c5ed88052fbd1282495966b,574ad39c-2a12-4f1a-a990-c41c06a356ed,2023
003d8ba6b56262942c5ed88052fbd1282495966b,f922c56d-10f2-474d-813c-0a79bce70b67,2021
003d8ba6b56262942c5ed88052fbd1282495966b,8daa11ce-5ab4-4ced-9383-f3ca7feca045,2022
003d912198ad1a718a84e430d47f6c513bb4df92,49620e5c-f80b-411d-8e7d-fbeed3f3f929,2020
003d912198ad1a718a84e430d47f6c513bb4df92,5c54b1a0-c25e-4629-ae72-b55544fd12bc,2019
003d912198ad1a718a84e430d47f6c513bb4df92,d9c8b485-4186-4bee-bb4f-b5c8858f5b11,2020
0042b16cba12db67855b603c261199b70067c69a,995081c6-1481-45d0-b9a0-1c39022641c0,2019
0042b16cba12db67855b603c261199b70067c69a,e2821e49-dfc0-430e-a39c-96051824050a,2024
0042b16cba12db67855b603c261199b70067c69a,4bfa4a6c-5e74-4827-8db7-e1354f877ca8,2022
0042b16cba12db67855b603c261199b70067c69a,5bcc0d81-25d6-49c9-9025-7b190d8fa5df,2024
00433ea2a6d853403019b8b165030bacde9f20d3,0aacb661-34b6-44c2-b770-58dd8aa7192d,2019
00433ea2a6d853403019b8b165030bacde9f20d3,c24c1bd0-6dab-425f-8523-260111e7adb2,2022
00433ea2a6d853403019b8b165030bacde9f20d3,b02e5826-3435-4c96-aa72-0e9a382a5b37,2023
00433ea2a6d853403019b8b165030bacde9f20d3,35b7f3e4-9c76-4ee7-a48c-af10d6097301,2020
0048334fea7c1d80dd9f2fde8da71775a13afce6,b124218f-e44e-4d21-bbf2-b6872492dca9,2023
0048334fea7c1d80dd9f2fde8da71775a13afce6,e3433f10-fd70-490b-a309-5f3155762fe8,2024
005073ef6077877fedb41002cb9273f1b08b7b09,995081c6-1481-45d0-b9a0-1c39022641c0,2021
005073ef6077877fedb41002cb9273f1b08b7b09,e2821e49-dfc0-430e-a39c-96051824050a,2022
005073ef6077877fedb41002cb9273f1b08b7b09,4bfa4a6c-5e74-4827-8db7-e1354f877ca8,2021
005073ef6077877fedb41002cb9273f1b08b7b09,5bcc0d81-25d6-49c9-9025-7b190d8fa5df,2023
0054351123d266e99f6b207082265caa038b6b50,22ec40a8-789e-409e-9d35-81ffe1f31951,2022
0054351123d266e99f6b207082265caa038b6b50,b876c7b3-79b5-4397-8107-4235220ee738,2019
0054351123d266e99f6b207082265caa038b6b50,74be5bfb-0aba-4866-bad1-118d24508bfb,2022
0054351123d266e99f6b207082265caa038b6b50,cc334c7e-a268-4ab9-b442-75f7adff8272,2022
0054351123d266e99f6b207082265caa038b6b50,3935458d-d70a-4312-b2e5-8a2f2a2f71b9,2023
0054351123d266e99f6b207082265caa038b6b50,970dcaa4-94f3-4c3f-a6d6-f109f8c744d0,2021
0055ac14fb41047107186e9174b2369e89f126b9,69790c3d-b8b2-4217-835e-9d1ed7b15fa2,2019
0055ac14fb41047107186e9174b2369e89f126b9,b3361a87-ce6d-4d5e-bf89-e949bf84ed67,2020
0055ac14fb41047107186e9174b2369e89f126b9,574ad39c-2a12-4f1a-a990-c41c06a356ed,2024
0055ac14fb41047107186e9174b2369e89f126b9,f922c56d-10f2-474d-813c-0a79bce70b67,2019
0056e636953cb016836b2c05f43a3d1d4f19880b,fc587770-208f-4601-abe2-704770def038,2019
0056e636953cb016836b2c05f43a3d1d4f19880b,5adec7f1-2698-40e1-ae5f-580d359c28ff,2023
0056e636953cb016836b2c05f43a3d1d4f19880b,63792d36-a667-4cc6-acfa-76727c374f80,2019
0059adaaa42b647f4810d651fee0d7c5e5f60eaa,995081c6-1481-45d0-b9a0-1c39022641c0,2021
0059adaaa42b647f4810d651fee0d7c5e5f60eaa,e2821e49-dfc0-430e-a39c-96051824050a,2022
005ad8621bb9672af1ac43500a5143d9d3f2db3e,8cad2e42-bd6f-4708-9a0a-9f20fdcc63cd,2019
005ad8621bb9672af1ac43500a5143d9d3f2db3e,423f8580-5d72-44f0-a0a9-3151de4288c5,2023
005ad8621bb9672af1ac43500a5143d9d3f2db3e,6643f7bf-c8af-48cd-b51a-c7247b85e148,2021
005b716759daadb580b472602f6167559aadc9c5,8eaff284-d387-4e65-8169-65d52dd5dca3,2023
005b716759daadb580b472602f6167559aadc9c5,655bb64a-368a-430d-9e5c-118bb65468fa,2021
005b716759daadb580b472602f6167559aadc9c5,2b6a57dc-2f56-44b2-ba5d-7433b0fd703f,2023
005b716759daadb580b472602f6167559aadc9c5,7e7855c7-b1fe-47b8-9839-3f94eaf2f318,2022
005b716759daadb580b472602f6167559aadc9c5,18289c54-e5e3-42cf-b2b5-1acb7d14ff70,2023
005b716759daadb580b472602f6167559aadc9c5,83c581dc-24d3-4837-9f9d-45d0d0ef95d4,2022
005b716759daadb580b472602f6167559aadc9c5,d5704488-0ce4-46da-a358-0b9066c90fb9,2021
00616d3f2033c39831e6274b000dba93e7173e8c,995081c6-1481-45d0-b9a0-1c39022641c0,2022
00616d3f2033c39831e6274b000dba93e7173e8c,e2821e49-dfc0-430e-a39c-96051824050a,2021
0061d50db46a06422fe3b7433918d9a39a79b74f,69790c3d-b8b2-4217-835e-9d1ed7b15fa2,2019
0061d50db46a06422fe3b7433918d9a39a79b74f,b3361a87-ce6d-4d5e-bf89-e949bf84ed67,2022
0061d50db46a06422fe3b7433918d9a39a79b74f,574ad39c-2a12-4f1a-a990-c41c06a356ed,2020
0061d50db46a06422fe3b7433918d9a39a79b74f,f922c56d-10f2-474d-813c-0a79bce70b67,2019
0061d50db46a06422fe3b7433918d9a39a79b74f,8daa11ce-5ab4-4ced-9383-f3ca7feca045,2024
0061d50db46a06422fe3b7433918d9a39a79b74f,ce90746a-7c63-4ecf-864f-6a9812e32249,2023
00656f8d0bef8ec30a14212dbea3f394a7112e94,72173f5c-c426-48b5-b91c-4c5d6fd23ec5,2021
00656f8d0bef8ec30a14212dbea3f394a7112e94,5e156b61-a83d-4ffa-af98-69ae66107193,2021
00656f8d0bef8ec30a14212dbea3f394a7112e94,e6d0a95a-e3af-49bf-b9ff-423c0774dff7,2019
006609032b88eb4feaa63d1465fde5611156ca86,22ec40a8-789e-409e-9d35-81ffe1f31951,2023
00672bec9dd0e755f9c375f912c0f1c3918a6b74,22ec40a8-789e-409e-9d35-81ffe1f31951,2019
0069995f0be8f64d081b5c0bdd56d17f49ea5f25,b124218f-e44e-4d21-bbf2-b6872492dca9,2021
0069995f0be8f64d081b5c0bdd56d17f49ea5f25,e3433f10-fd70-490b-a309-5f3155762fe8,2023
007617660cc0d33741a6b6603da6a1844714cbdf,9b63d409-cfdb-4744-adfa-e78b83cf5869,2021
007617660cc0d33741a6b6603da6a1844714cbdf,53f73d0b-aa4b-4495-94d3-bef7b1fc41ec,2023
007617660cc0d33741a6b6603da6a1844714cbdf,e87f9428-f9ad-48c1-bddf-3e4d063c6275,2022
007617660cc0d33741a6b6603da6a1844714cbdf,94a0b73b-e56d-4fc4-a0da-c3764ad538e5,2020
00768f59dc45c197f4329a4d6287423dca22cdbf,22ec40a8-789e-409e-9d35-81ffe1f31951,2021
00768f59dc45c197f4329a4d6287423dca22cdbf,b876c7b3-79b5-4397-8107-4235220ee738,2021
00768f59dc45c197f4329a4d6287423dca22cdbf,74be5bfb-0aba-4866-bad1-118d24508bfb,2023
00768f59dc45c197f4329a4d6287423dca22cdbf,cc334c7e-a268-4ab9-b442-75f7adff8272,2021
00768f59dc45c197f4329a4d6287423dca22cdbf,3935458d-d70a-4312-b2e5-8a2f2a2f71b9,2022
00768f59dc45c197f4329a4d6287423dca22cdbf,970dcaa4-94f3-4c3f-a6d6-f109f8c744d0,2019
007b0a33a13c085f7ba0a66d1b6b1f7fbace740e,8eaff284-d387-4e65-8169-65d52dd5dca3,2021
007f1a6d948cfc4cd838131ab18fac51b01f5275,9b63d409-cfdb-4744-adfa-e78b83cf5869,2020
007f1a6d948cfc4cd838131ab18fac51b01f5275,53f73d0b-aa4b-4495-94d3-bef7b1fc41ec,2019
007f1a6d948cfc4cd838131ab18fac51b01f5275,e87f9428-f9ad-48c1-bddf-3e4d063c6275,2021
007f1a6d948cfc4cd838131ab18fac51b01f5275,94a0b73b-e56d-4fc4-a0da-c3764ad538e5,2022
007f1a6d948cfc4cd838131ab18fac51b01f5275,3fa0fb57-fab0-48da-954b-e00fc65ce62a,2019
00801b7f0a13c5959773466b1ba9e5b18ea7c7d5,72173f5c-c426-48b5-b91c-4c5d6fd23ec5,2019
00801b7f0a13c5959773466b1ba9e5b18ea7c7d5,5e156b61-a83d-4ffa-af98-69ae66107193,2020
00801b7f0a13c5959773466b1ba9e5b18ea7c7d5,e6d0a95a-e3af-49bf-b9ff-423c0774dff7,2021
00801b7f0a13c5959773466b1ba9e5b18ea7c7d5,a683af4d-0cad-4b22-8fb8-b9c74f706cc5,2023
00801b7f0a13c5959773466b1ba9e5b18ea7c7d5,8c66e22a-401f-49a5-89f6-7dc955423e40,2020
00814de5c4a22fec6d7e6d161f006d9c59482278,b124218f-e44e-4d21-bbf2-b6872492dca9,2019
00814de5c4a22fec6d7e6d161f006d9c59482278,e3433f10-fd70-490b-a309-5f3155762fe8,2023
00814de5c4a22fec6d7e6d161f006d9c59482278,efeb0b98-ce57-4b46-a7ac-4f6fb7553eff,2019
00814de5c4a22fec6d7e6d161f006d9c59482278,f55ce1d0-fca1-40bb-8797-9a9b7dcbb7a7,2020
0082dd304daa17951de672ecfbc17175da4c320e,995081c6-1481-45d0-b9a0-1c39022641c0,2019
0082dd304daa17951de672ecfbc17175da4c320e,e2821e49-dfc0-430e-a39c-96051824050a,2021
0082dd304daa17951de672ecfbc17175da4c320e,4bfa4a6c-5e74-4827-8db7-e1354f877ca8,2022
0082dd304daa17951de672ecfbc17175da4c320e,5bcc0d81-25d6-49c9-9025-7b190d8fa5df,2020
0082dd304daa17951de672ecfbc17175da4c320e,3da76c2b-bb2e-43cf-8bf1-dd1ed20dcb01,2022
0082dd304daa17951de672ecfbc17175da4c320e,fc77778a-b6ab-4eef-b62b-bfc357a47e77,2023
0082dd304daa17951de672ecfbc17175da4c320e,ebf24f81-2235-499c-a835-7e02972412d3,2023
0088aea75b76d7ecd3fa9680ebe778e271c4efcb,888b3bf5-0b3f-4a91-9c8a-b804de8afcac,2022
008a06b6d99f30957947c2b0acf8f043db23fd75,b124218f-e44e-4d21-bbf2-b6872492dca9,2021
008a06b6d99f30957947c2b0acf8f043db23fd75,e3433f10-fd70-490b-a309-5f3155762fe8,2023
008a06b6d99f30957947c2b0acf8f043db23fd75,efeb0b98-ce57-4b46-a7ac-4f6fb7553eff,2022
008a0971b86645137102eebd63f8901638bf983c,49620e5c-f80b-411d-8e7d-fbeed3f3f929,2020
008f1cca4c576b11d42c9a4cba236c834e451523,0aacb661-34b6-44c2-b770-58dd8aa7192d,2021
008f2f675f9bf99f29ef7d3e8cdf4734cd9bb918,fc587770-208f-4601-abe2-704770def038,2023
008f2f675f9bf99f29ef7d3e8cdf4734cd9bb918,5adec7f1-2698-40e1-ae5f-580d359c28ff,2023
008f51c5a995cf3d19bdcf2c7bb01648774daafb,69790c3d-b8b2-4217-835e-9d1ed7b15fa2,2021
008f51c5a995cf3d19bdcf2c7bb01648774daafb,b3361a87-ce6d-4d5e-bf89-e949bf84ed67,2019
008f51c5a995cf3d19bdcf2c7bb01648774daafb,574ad39c-2a12-4f1a-a990-c41c06a356ed,2021
008f51c5a995cf3d19bdcf2c7bb01648774daafb,f922c56d-10f2-474d-813c-0a79bce70b67,2022
008f8eb8cfbada33bedbcf794e725606b5a3a3e7,8eaff284-d387-4e65-8169-65d52dd5dca3,2024
008f8eb8cfbada33bedbcf794e725606b5a3a3e7,655bb64a-368a-430d-9e5c-118bb65468fa,2023
008f8eb8cfbada33bedbcf794e725606b5a3a3e7,2b6a57dc-2f56-44b2-ba5d-7433b0fd703f,2020
008f8eb8cfbada33bedbcf794e725606b5a3a3e7,7e7855c7-b1fe-47b8-9839-3f94eaf2f318,2021
0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,995081c6-1481-45d0-b9a0-1c39022641c0,2022
0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,e2821e49-dfc0-430e-a39c-96051824050a,2021
0092c1083e4fb679b288686d1dc8c9d83efef9bc,0aacb661-34b6-44c2-b770-58dd8aa7192d,2021
0092c1083e4fb679b288686d1dc8c9d83efef9bc,c24c1bd0-6dab-425f-8523-260111e7adb2,2023
009687779428dcb8c32f3c930697a7c3f8de3d3b,995081c6-1481-45d0-b9a0-1c39022641c0,2020
009687779428dcb8c32f3c930697a7c3f8de3d3b,e2821e49-dfc0-430e-a39c-96051824050a,2023
009687779428dcb8c32f3c930697a7c3f8de3d3b,4bfa4a6c-5e74-4827-8db7-e1354f877ca8,2022
